candidate_id,mechanism_id,execution,delay_seconds,cost_bp_side,orders,events,sessions,symbols,filled,fill_rate,coverage,cagr,total_return,sharpe,max_dd,pt_days,positive_day_rate
S01_session_momentum__passive__d0,S01_session_momentum,passive,0,-1.0,8032,4016,251,100,1092,0.1359561752988047,0.8007968127490039,0.0577446274529918,0.0577039843919204,1.259881527254554,-0.0285040738524545,186,0.3904382470119522
S01_session_momentum__passive__d0,S01_session_momentum,passive,0,-0.5,8032,4016,251,100,1092,0.1359561752988047,0.8007968127490039,0.0386651750912481,0.0386382054065128,0.8613633057069345,-0.038462314653316,186,0.3784860557768924
S01_session_momentum__passive__d0,S01_session_momentum,passive,0,0.0,8032,4016,251,100,1092,0.1359561752988047,0.8007968127490039,0.019927328373579,0.0199135539479657,0.4599514841712199,-0.0483197247537759,186,0.3665338645418327
S01_session_momentum__passive__d0,S01_session_momentum,passive,0,1.0,8032,4016,251,100,1092,0.1359561752988047,0.8007968127490039,-0.0165477244649149,-0.0165364923341354,-0.3488749889156066,-0.0677360764873841,186,0.3386454183266932
S01_session_momentum__passive__d0,S01_session_momentum,passive,0,3.0,8032,4016,251,100,1092,0.1359561752988047,0.8007968127490039,-0.0856586093803274,-0.0856025635642939,-1.970915173033424,-0.1067947039703904,197,0.298804780876494
S01_session_momentum__passive__d0,S01_session_momentum,passive,0,5.0,8032,4016,251,100,1092,0.1359561752988047,0.8007968127490039,-0.1499468642778302,-0.1498523370592229,-3.561252445445655,-0.1529387889022293,302,0.2629482071713147
S02_range_location__passive__d5,S02_range_location,passive,5,-1.0,8032,4016,251,104,466,0.0580179282868525,0.7785109561752988,0.0166501175247075,0.0166386268519553,1.365143421458922,-0.0056455952105867,13,0.3426294820717131
S02_range_location__passive__d5,S02_range_location,passive,5,-0.5,8032,4016,251,104,466,0.0580179282868525,0.7785109561752988,0.0127073119501406,0.012698559277487,1.0453276469104251,-0.0058781823190282,20,0.3346613545816733
S02_range_location__passive__d5,S02_range_location,passive,5,0.0,8032,4016,251,104,466,0.0580179282868525,0.7785109561752988,0.0087796642847661,0.0087736286469448,0.7251564230309697,-0.0061270249396057,20,0.3107569721115538
S02_range_location__passive__d5,S02_range_location,passive,5,1.0,8032,4016,251,104,466,0.0580179282868525,0.7785109561752988,0.0009696118439508,0.0009689478593897,0.0856178933717551,-0.0068001945078851,34,0.298804780876494
S02_range_location__passive__d5,S02_range_location,passive,5,3.0,8032,4016,251,104,466,0.0580179282868525,0.7785109561752988,-0.0144711251683381,-0.0144612921900068,-1.1774775795351942,-0.0166994540072071,314,0.250996015936255
S02_range_location__passive__d5,S02_range_location,passive,5,5.0,8032,4016,251,104,466,0.0580179282868525,0.7785109561752988,-0.0296757280731736,-0.0296557203499923,-2.396869501828648,-0.0308250922742319,358,0.2151394422310757
S03_opening_continuation_q95__passive__d5,S03_opening_continuation,passive,5,-1.0,8094,2470,130,86,256,0.0316283666913763,0.6475166790214975,0.0180602148401711,0.0180477424131479,1.350111384070363,-0.00230285631139,13,0.1314741035856573
S03_opening_continuation_q95__passive__d5,S03_opening_continuation,passive,5,-0.5,8094,2470,130,86,256,0.0316283666913763,0.6475166790214975,0.0157511865486472,0.0157403210419038,1.2000528962861603,-0.0024360007513593,13,0.1195219123505976
S03_opening_continuation_q95__passive__d5,S03_opening_continuation,passive,5,0.0,8094,2470,130,86,256,0.0316283666913763,0.6475166790214975,0.0134472286527163,0.0134379629592333,1.044072043331293,-0.0027771417465246,75,0.1115537848605577
S03_opening_continuation_q95__passive__d5,S03_opening_continuation,passive,5,1.0,8094,2470,130,86,256,0.0316283666913763,0.6475166790214975,0.0088544809348323,0.0088483936385777,0.7140974324419728,-0.0035084250172102,75,0.1035856573705179
S03_opening_continuation_q95__passive__d5,S03_opening_continuation,passive,5,3.0,8094,2470,130,86,256,0.0316283666913763,0.6475166790214975,-0.0002706427529418,-0.000270457533126,-0.0172778016769821,-0.0092924664185622,329,0.0876494023904382
S03_opening_continuation_q95__passive__d5,S03_opening_continuation,passive,5,5.0,8094,2470,130,86,256,0.0316283666913763,0.6475166790214975,-0.0093158400123674,-0.0093094934402261,-0.8343907978056687,-0.0166429269630135,329,0.0677290836653386
S04_extreme_momentum_q95__market__d0,S04_extreme_momentum,market,0,-1.0,4398,1365,238,105,2516,0.5720782173715325,0.737380627557981,0.1021455649674158,0.1020721975613923,2.40917156791318,-0.016567490314832,63,0.5099601593625498
S04_extreme_momentum_q95__market__d0,S04_extreme_momentum,market,0,-0.5,4398,1365,238,105,2516,0.5720782173715325,0.737380627557981,0.087898245290938,0.0878355141513511,2.091358098759583,-0.0183758831106394,63,0.49800796812749
S04_extreme_momentum_q95__market__d0,S04_extreme_momentum,market,0,0.0,4398,1365,238,105,2516,0.5720782173715325,0.737380627557981,0.0738340729339066,0.0737817161706133,1.7726795725299724,-0.0202750188176867,72,0.4900398406374502
S04_extreme_momentum_q95__market__d0,S04_extreme_momentum,market,0,1.0,4398,1365,238,105,2516,0.5720782173715325,0.737380627557981,0.0462458352667181,0.0462134613249902,1.1333690344777492,-0.024298491154125,72,0.4701195219123506
S04_extreme_momentum_q95__market__d0,S04_extreme_momentum,market,0,3.0,4398,1365,238,105,2516,0.5720782173715325,0.737380627557981,-0.0068339106810547,-0.0068292491327175,-0.1485024738326338,-0.0335833736292476,116,0.450199203187251
S04_extreme_momentum_q95__market__d0,S04_extreme_momentum,market,0,5.0,4398,1365,238,105,2516,0.5720782173715325,0.737380627557981,-0.0572351677630824,-0.057197134784966,-1.4259740033032593,-0.057197134784966,364,0.4063745019920319
S05_volume_confirmed_q95__market__d0,S05_volume_confirmed,market,0,-1.0,4176,1342,238,104,2492,0.5967432950191571,0.7545498084291188,0.0957767569090872,0.0957081597721225,2.2121982979947927,-0.0169843717584212,46,0.49800796812749
S05_volume_confirmed_q95__market__d0,S05_volume_confirmed,market,0,-0.5,4176,1342,238,104,2492,0.5967432950191571,0.7545498084291188,0.0811113047272544,0.0810535955708469,1.892562957364789,-0.0185492125172207,46,0.4940239043824701
S05_volume_confirmed_q95__market__d0,S05_volume_confirmed,market,0,0.0,4176,1342,238,104,2492,0.5967432950191571,0.7545498084291188,0.0666410149790275,0.0665939155519201,1.5715181648848326,-0.0201116740756229,46,0.4860557768924303
S05_volume_confirmed_q95__market__d0,S05_volume_confirmed,market,0,1.0,4176,1342,238,104,2492,0.5967432950191571,0.7545498084291188,0.038275627350641,0.0382489343547953,0.925880302476687,-0.0232294733839276,46,0.4741035856573705
S05_volume_confirmed_q95__market__d0,S05_volume_confirmed,market,0,3.0,4176,1342,238,104,2492,0.5967432950191571,0.7545498084291188,-0.0162245706567946,-0.0162135560607999,-0.3746526374582062,-0.0333913066774517,116,0.4382470119521912
S05_volume_confirmed_q95__market__d0,S05_volume_confirmed,market,0,5.0,4176,1342,238,104,2492,0.5967432950191571,0.7545498084291188,-0.0678795956767993,-0.0678347473673893,-1.677835364159647,-0.0678347473673893,364,0.398406374501992
S06_vwap_displacement_q99__passive__d5,S06_vwap_displacement,passive,5,-1.0,1414,460,198,101,108,0.0763790664780763,0.5495049504950495,0.0006333141787895,0.0006328805617172,0.0355613961460529,-0.0399515324747613,123,0.0836653386454183
S06_vwap_displacement_q99__passive__d5,S06_vwap_displacement,passive,5,-0.5,1414,460,198,101,108,0.0763790664780763,0.5495049504950495,-0.0027150963665404,-0.0027132405077623,-0.0530134571647698,-0.0411219213062393,123,0.0836653386454183
S06_vwap_displacement_q99__passive__d5,S06_vwap_displacement,passive,5,0.0,1414,460,198,101,108,0.0763790664780763,0.5495049504950495,-0.0060526323714213,-0.0060485021245619,-0.1416271540681446,-0.0422909799430685,123,0.0836653386454183
S06_vwap_displacement_q99__passive__d5,S06_vwap_displacement,passive,5,1.0,1414,460,198,101,108,0.0763790664780763,0.5495049504950495,-0.0126952176931571,-0.0126865836442998,-0.3187575308702571,-0.0450637317947677,196,0.0796812749003984
S06_vwap_displacement_q99__passive__d5,S06_vwap_displacement,passive,5,3.0,1414,460,198,101,108,0.0763790664780763,0.5495049504950495,-0.025851394275005,-0.0258339305114971,-0.6711444098865631,-0.0529408986375101,196,0.0796812749003984
S06_vwap_displacement_q99__passive__d5,S06_vwap_displacement,passive,5,5.0,1414,460,198,101,108,0.0763790664780763,0.5495049504950495,-0.0388373782290092,-0.0388113181565066,-1.018281392509793,-0.0607559221600844,196,0.0756972111553784
S07_market_residual_q99__market__d5,S07_market_residual,market,5,-1.0,1288,446,156,91,472,0.3664596273291925,0.5706521739130435,0.0187407439429831,0.0187277972320658,0.8668971266338333,-0.0109703829964822,67,0.2390438247011952
S07_market_residual_q99__market__d5,S07_market_residual,market,5,-0.5,1288,446,156,91,472,0.3664596273291925,0.5706521739130435,0.0160352762377855,0.0160242132182446,0.7454572164336861,-0.011446172075251,67,0.2390438247011952
S07_market_residual_q99__market__d5,S07_market_residual,market,5,0.0,1288,446,156,91,472,0.3664596273291925,0.5706521739130435,0.0133369050251981,0.013327715847986,0.6235458509896783,-0.0119217483491886,67,0.2310756972111553
S07_market_residual_q99__market__d5,S07_market_residual,market,5,1.0,1288,446,156,91,472,0.3664596273291925,0.5706521739130435,0.0079613785887266,0.0079559077024149,0.3784817673850532,-0.0128722628360159,67,0.2231075697211155
S07_market_residual_q99__market__d5,S07_market_residual,market,5,3.0,1288,446,156,91,472,0.3664596273291925,0.5706521739130435,-0.0027053221259949,-0.002703472939176,-0.1153568219422102,-0.0162818204061722,250,0.2191235059760956
S07_market_residual_q99__market__d5,S07_market_residual,market,5,5.0,1288,446,156,91,472,0.3664596273291925,0.5706521739130435,-0.0132605213078773,-0.0132515053807379,-0.6116652953181922,-0.0244399202103936,337,0.2111553784860557
S08_breadth_reversal_q99__market__d0,S08_breadth_reversal,market,0,-1.0,488,199,92,77,238,0.4877049180327868,0.6762295081967213,0.0123409912856666,0.0123324924644068,0.8518581814366063,-0.0113338644251865,22,0.1394422310756972
S08_breadth_reversal_q99__market__d0,S08_breadth_reversal,market,0,-0.5,488,199,92,77,238,0.4877049180327868,0.6762295081967213,0.0114946384479805,0.0114867257820618,0.7952452769090139,-0.0114701303261687,22,0.1354581673306772
S08_breadth_reversal_q99__market__d0,S08_breadth_reversal,market,0,0.0,488,199,92,77,238,0.4877049180327868,0.6762295081967213,0.0106489772511622,0.0106416497777888,0.7384450154556063,-0.0116063805774364,22,0.1354581673306772
S08_breadth_reversal_q99__market__d0,S08_breadth_reversal,market,0,1.0,488,199,92,77,238,0.4877049180327868,0.6762295081967213,0.0089597275710282,0.0089535675990124,0.6243205038243623,-0.0118788341367865,22,0.1354581673306772
S08_breadth_reversal_q99__market__d0,S08_breadth_reversal,market,0,3.0,488,199,92,77,238,0.4877049180327868,0.6762295081967213,0.0055895036251678,0.0055856671534468,0.3942509329446131,-0.0124235535244434,22,0.1314741035856573
S08_breadth_reversal_q99__market__d0,S08_breadth_reversal,market,0,5.0,488,199,92,77,238,0.4877049180327868,0.6762295081967213,0.0022302842195112,0.0022287559732729,0.1622988839459285,-0.0129680226834483,22,0.1155378486055776
S09_gap_reaction_q95__passive__d5,S09_gap_reaction,passive,5,-1.0,1920,768,48,56,132,0.06875,0.6604166666666667,0.0164272992300746,0.0164159635681075,2.3674916304822147,-0.002573637912504,2,0.0637450199203187
S09_gap_reaction_q95__passive__d5,S09_gap_reaction,passive,5,-0.5,1920,768,48,56,132,0.06875,0.6604166666666667,0.0160464421435768,0.0160353713598522,2.335904325836688,-0.0025861253477011,2,0.0637450199203187
S09_gap_reaction_q95__passive__d5,S09_gap_reaction,passive,5,0.0,1920,768,48,56,132,0.06875,0.6604166666666667,0.0156657173530583,0.0156549112579709,2.303425135139,-0.0025986127134539,2,0.0637450199203187
S09_gap_reaction_q95__passive__d5,S09_gap_reaction,passive,5,1.0,1920,768,48,56,132,0.06875,0.6604166666666667,0.0149046644899792,0.0148943872037299,2.2356979959173784,-0.0026235872366257,2,0.0637450199203187
S09_gap_reaction_q95__passive__d5,S09_gap_reaction,passive,5,3.0,1920,768,48,56,132,0.06875,0.6604166666666667,0.0133841444464892,0.0133749225068176,2.088519489644327,-0.0026735354496357,2,0.0637450199203187
S09_gap_reaction_q95__passive__d5,S09_gap_reaction,passive,5,5.0,1920,768,48,56,132,0.06875,0.6604166666666667,0.0118657363833267,0.0118575667671401,1.9245112294701652,-0.0027234825515349,2,0.0597609561752988
S10_bar_structure_q99__market__d5,S10_bar_structure,market,5,-1.0,578,230,117,85,198,0.3425605536332179,0.5761245674740484,0.0255610392405738,0.0255433220943748,1.0168460908656711,-0.0068945573965226,201,0.1593625498007968
S10_bar_structure_q99__market__d5,S10_bar_structure,market,5,-0.5,578,230,117,85,198,0.3425605536332179,0.5761245674740484,0.0228132324407868,0.0227974409831834,0.9129677854118264,-0.0080033290117618,201,0.1553784860557769
S10_bar_structure_q99__market__d5,S10_bar_structure,market,5,0.0,578,230,117,85,198,0.3425605536332179,0.5761245674740484,0.0200726586161241,0.0200587827489142,0.8082907839256258,-0.0091109080615199,201,0.1513944223107569
S10_bar_structure_q99__market__d5,S10_bar_structure,market,5,1.0,578,230,117,85,198,0.3425605536332179,0.5761245674740484,0.0146131351293574,0.0146030603055482,0.5966943652143749,-0.0113224934011294,201,0.1434262948207171
S10_bar_structure_q99__market__d5,S10_bar_structure,market,5,3.0,578,230,117,85,198,0.3425605536332179,0.5761245674740484,0.0037800641196421,0.0037774719261536,0.1657034472723381,-0.0157314075277302,201,0.1314741035856573
S10_bar_structure_q99__market__d5,S10_bar_structure,market,5,5.0,578,230,117,85,198,0.3425605536332179,0.5761245674740484,-0.0069393571476603,-0.0069346239235665,-0.2732250854674518,-0.0201213784274785,201,0.1195219123505976
